PROP_TYPE|LIST_NO|LIST_AGENT|LIST_OFFICE|STATUS|LIST_PRICE|STREET_NO|STREET_NAME|UNIT_NO|TOWN_NUM|AREA|ZIP_CODE|LENDER_OWNED|REMARKS|PHOTO_COUNT|PHOTO_DATE|PHOTO_MASK|LISTING_ALERT|NEIGHBORHOOD|COUNTY|STATE|RN_TYPE|NO_ROOMS|NO_BEDROOMS|NO_FULL_BATHS|NO_HALF_BATHS|MASTER_BATH|PARKING_SPACES|LOT_SIZE|SQUARE_FEET|NO_BATHS|WATERFRONT_FLAG|WATERFRONT|WATERVIEW_FLAG|WATERVIEW_FEATURES|ADULT_COMMUNITY|SQUARE_FEET_INCL_BASE|SQUARE_FEET_DISCLOSURES|DATE_AVAILABLE|BASEMENT|YEAR_BUILT|YEAR_BUILT_DESCRP|APPLIANCES|EXTERIOR_FEATURES|HEATING|INTERIOR_BLDG_FEAT|AboveGradeFinishedArea|BelowGradeFinishedArea
"RN"|73256627|"NB115329"|"NB5353"|"ACT"|2600|"118"|"Plymouth"|"1"|181||"02324"||"Right across the street from Bridgewater State University.  Full gut renovated, luxury unit. Beautiful. Central Air Conditioning. 3 parking spots. Quartz countertops, High end appliances. Hardwood floors. Very large bedrooms.  Good closet sizes. Beautiful kitchen and bathroom. Small yard too."|15|6/24/2024 2:51:00 PM|0|"N"||"Plymouth"|"MA"|"D"|5|3|1|0||3|4000|900|"1f;0h"|"N"||"N"|||"N"||8/1/2024|"Y"|1930||"P,R,S,T,2"||||900|
"RN"|73256636|"CT000135"|"AN8208"|"ACT"|1750|"145"|"Union"|"5"|156||"02740"||"This is a total WOW of a rental property. Fully furnished 1 Bedroom Unit located in the Lower Downtown area. Close to all amenities, restaurants, shopping, highway access, waterfront access and more. Available immediately."|7|6/24/2024 2:58:00 PM|0|"N"||"Bristol"|"MA"|"C"|2|1|1|0||0|0|714|"1f;0h"|"N"|||||"N"|||"N"|||"A,C,F,I,K,L"||"C"||714|
"RN"|73256640|"TM311911"|"AN2383"|"ACT"|2700|"120"|"Pleasant St."|"203"|41|"37E"|"02472"||"* AVAILABLE AUG 31 * | BROKER FEE PAID BY LANDLORD -- Built in 2012, this outer-urban, pet-friendly apartment home is located on the bank of the Charles River and moments to Watertown Square. Features include: energy-efficient GE Clean Steel appliances, pendant lighting, granite countertops, California style closets, in-home washer and dryer, and wood flooring. Nine-foot ceilings and oversized windows offer abundant natural light and views of the city and river. Close to I-90, this newer apartment is convenient and stylish. Parking available on-site. Sorry, no Sunday or Monday showings available."|8|6/24/2024 3:07:00 PM|0|"N"||"Middlesex"|"MA"|"D"|3|1|1|0|"N"|0|999999|720|"1f;0h"|"N"||"N"|||"N"||8/31/2024|"N"|2012|"A"|"P,R,S,T,1,2,4,5"||||720|
"RN"|73256657|"CN234392"|"AN2064"|"ACT"|4000|"206"|"Winthrop St."|"206"|16||"02155"||"Don't miss this beautifully constructed townhouse-style condo with exclusive Mystic River access and views. In this lovely home you'll enjoy sun-filled rooms with multiple windows and sky lights throughout.  Features include off-street parking, hardwood flooring, recessed lighting, central air, in unit laundry, a large custom eat-in kitchen, and even a private deck!  You'll be just moments from your favorite spots like Medford Square, Whole Foods, Tufts, the community garden, and various parks and recreational fields.  If you feel like leaving your oasis you'll benefit from quick access to Routes 93/16/2 as well as public transit."|13|7/16/2024 1:40:00 PM|0|"N"||"Middlesex"|"MA"|"B"|5|3|2|1||2|99999|1500|"2f;1h"|"Y"|"D"||||"N"||7/1/2024||||||||1500|
"RN"|73256665|"CN239746"|"NB1520"|"ACT"|4200|"95"|"Fawcett St"|"210"|13||"02138"||"Welcome to The Brook! This tastefully built, elevator building offers new rental apartments with the perfect blend of convenience and sophistication. The Brook features a variety of layouts, including one, two, and three-bedroom apartments. Located in the vibrant industrial neighborhood of North Cambridge, residents will be at the heart of the action, with easy access to transportation, dining, shopping, and entertainment options. These sleek and open residences boast oversized windows, 9 � foot ceilings, GE Cafe appliances, and quartz countertops. Our common areas include bike storage and large roof deck with a stainless steel grill and gas fire pit, offering an outdoor oasis for residents. Additional amenities include ample bike storage, convenient access to Fresh Pond, garage parking available for rent, and shuttle bus service to The Alewife T stop."|40|6/26/2024 4:37:00 PM|0|"N"||"Middlesex"|"MA"|"D"|5|2|2|0|"Y"|0|0|1220|"2f;0h"|"N"|||||"N"||9/1/2024||2021|"A"|"A,C,D,F,I,J,K,L"|"2"|"C,F,J"|"C,E"|1220|
"RN"|73256695|"TM316490"|"AN6811"|"ACT"|3000|"212"|"Fellsway West"|"1"|16||"02155"||"Granite & Stainless Kitchen, Tile bath, hardwood floors- walls are being freshlypainted!  1st flr suite of 3 family property on Fellsway West!   In unit washer/dryer hook up.  3 Queen size bedrooms- one is 11x12 and two are 11x11- all have expanded closets-  KITCHEN is fully applianced with refrigerator, stove, microwave and dishwasher.- AMPLE CLOSETS- Steam by gas heating system- Small non-aggressive dog welcome with a responsible tenant.- Xpress Bus to Boston and ON THE BUS LINE TO WELLINGTON STATION!! Corner lot- LOTS OF SUN!- A passive, breed restricted pet may be considered.- Qualifications include non smokers with a gross household income exceeding 3x the rent ($93,600/yr), good credit and good references. Upfront costs include first, 1mth security and 1/2 mth broker fee to the listing office."|31|7/19/2024 9:17:00 PM|0|"N"||"Middlesex"|"MA"|"D"|6|3|1|0||0|4000|1100|"1f;0h"|"N"|||||"N"|"guesstimate"|7/15/2024||1925|"B"|"A,C,I"|"A"|"C"|"D,G"|1100|
"RN"|73256702|"CN200120"|"AC0756"|"ACT"|2850|"133"|"Trenton Street"|"1"|1|"019"|"02128"||"Available September 1st, Duplex style Two bedroom with 1 off-street parking. The apartment features hardwood floors throughout, white kitchen cabinets, appliances and laundry in unit. Don't miss the opportunity to make this apartment your new home. Situated in East Boston, you'll enjoy the luxury of having grocery stores, gyms, and an array of restaurants, all within a few blocks from your front door."|5|7/8/2024 5:18:00 PM|0|"N"||"Suffolk"|"MA"|"D"|5|2|2|0||0|5000|1300|"2f;0h"|"N"||"N"|||"N"||9/1/2024||||"F,I,K,L"|"A,D"|"C"||1300|
"RN"|73256717|"CN200574"|"AN0136"|"ACT"|4900|"606-A"|"Springs Road"||59||"01730"||"Sept 1 - This stunning property offers a perfect blend of modern luxury and natural serenity. As you step inside, you'll be greeted by a spacious and inviting floor plan, includes the living room and kitchen which is equipped with appliances, sleek countertops, and ample storage. Adjacent to the living room area, you'll find a charming sunroom that provides a picturesque setting to enjoy your morning coffee. This is a 4 bedrooms and two and a half baths, including a luxurious master bathroom. Each bedroom is designed with comfort in mind, closet space and large windows that flood the rooms with natural light. The sunroom's panoramic windows offer breathtaking views of the surrounding landscape.. This house has an expansive deck that offers ample space for outdoor furniture and a barbecue area. Completing this exceptional property is an attached two-car garage, providing convenience and protection for your vehicles and additional storage space for your belongings."|17|6/24/2024 5:11:00 PM|0|"N"||"Middlesex"|"MA"|"A"|9|4|2|1|"Y"|6|1.5|2970|"2f;1h"|"N"|||||"N"||9/1/2024||||"C,F,I,K,L"|"B,C"|"B"||2970|
"RN"|73256730|"CN202966"|"AN6394"|"PCG"|3100|"797"|"Columbia Rd"|"1"|1||"02125"||"Parking included in amazing 3 bedroom near Carson Beach, JFK, amazing restaraunts and bars. Come see this beautiful apartment that has a renovated kitchen with granite countertops and stainless steel appliances, hardwood floors, and updated bathroom with exposed brick. Central air (heating and cooling), washer dryer in unit, private deck in back, each bedroom has a large closet, coat closet in hallway. This bright and sun-filled apartment has spacious bedrooms with ample storage space, front load washer and dryer in unit, single garage parking space and large driveway area also included for parking. Don't miss your opportunity to live here!Available September 1st 2024. Close to JFK and Carson BeachFirst month, last month, security deposit, brokers fee due, all equal to one months rent. Tenants pay for oil heat, gas cooking, electric, internet. Water, sewer included. Garage parking exclusive to this apartment included.  Pets allowed, some breed restrictions."|14|6/24/2024 5:41:00 PM|0|"N"||"Suffolk"|"MA"|"D"|5|3|1|0||2|1030|1200|"1f;0h"|"N"||"N"|||"N"|"Living area is not accurate"|9/1/2024||||"A,C,D,F,I,J,K,L"|"A"|"B"||1200|
"RN"|73256754|"BB808894"|"AN4878"|"ACT"|2800|"13"|"Lexington St"|"13"|41||"02472"||"RENOVATED!!! Including Kitchen and Bath!!! Great West End location; off Main St near Watertown Square!  This 5+ room rental includes kitchen, living room, dining room, office and 2 bedrooms/1 bath.   Other features are renovated kitchen with granite counters and stainless steal appliances,  kitchen/dining room/living room open floor plan, hardwood floors, washer/dryer *(provided as courtesy) in basement, designated storage and 1 off-street parking.  Utilities are not included; Gas Heat/Hot Water. Convenient location to Cambridge/Boston, Watertown Square, Main St/Arsenal St/Mt Auburn St, close to public transportation, restaurants, shops and Charles River.  A commuter�s dream with access to Rt. 20, Rt. 16, Rt. 2, Storrow/Memorial Drive and Mass Pike to  Rt. 128. Pet friendly; cats only.  Sorry, no smoking. Available 08/01/24. Lease Payments First Month and Security Deposit. Tenant pay Realtor/Agent Fee."|16|6/24/2024 7:05:00 PM|0|"N"||"Middlesex"|"MA"|"C"|6|2|1|0|"N"|1|2808|1126|"1f;0h"|"N"|||||"N"|"Living Area is approximate"|9/1/2024|"Y"|1900|"B"|"A,C,D,I,K,L"||"C"||1126|
"RN"|73256764|"CN204774"|"AN2606"|"ACT"|7800|"56"|"Reed St."|"56"|13||"02140"||"Mansard Victorian Townhouse. The first level is the open floor plan that everyone loves! Gas fireplace in the living area with marble mantel, recessed lighting, ample kitchen with rear exit that leads to the bluestone private patio. The second level contains the primary suite with double closets and custom tiled bath with shower, two additional bedrooms and shared bath. The lower level is finished with two rooms and has both interior and exterior access. You have a 4th bedroom option, additional bath and a flex room that could be used for a gym, family room or home office. In unit washer/dryer, private outdoor space and assigned parking included. Tenant responsible for 1/3 of snow removal costs. RE FEE $8000"|9|6/24/2024 7:48:00 PM|0|"N"||"Middlesex"|"MA"|"B"|8|4|3|1|"Y"|1|99999999|2400|"3f;1h"|"N"|||||"Y"||8/1/2024|"Y"|2015|"B"|"A,C,D,F,I,J,K,L"|"D,S"|"A,13"|"C"|1600|800
"RN"|73256775|"TM348979"|"AN2383"|"BOM"|2150|"14"|"Staples Avenue"|"1"|14||"02149"||"Entire first floor renovated one bedroom in 2-unit building on quiet side street in great Everette location. Refinished hardwood floors throughout. Sunny rooms with many windows. Updated kitchen with gas cooking and stainless steel appliances. Private Patio. Laundry in basement. Tandem Parking for 1 car included! Close to bus line, Hancock Street, 0.5 Mile to Malden Center and Wellington Station. Pets considered, One Month Broker Fee. Note: There will be an additional monthly cost of $50/month if a tenant has a dog and $25/month if a tenant has a cat.  9/1 for $2150/month."|10|6/24/2024 8:49:00 PM|0|"N"||"Middlesex"|"MA"|"D"|3|1|1|0||1|0|750|"1f;0h"|"N"|||||"N"||9/1/2024||||"A,C,D,I"||||750|
"RN"|73256787|"TM346759"|"AN6979"|"PCG"|3895|"23"|"Caldwell"|"1"|1|"018"|"02129"||"Welcome to 19-27 Caldwell Street, managed by Groma. These apartments are perfectly located for convenient commuter access to Somerville, Cambridge, Downtown Boston, as well as Assembly Row, Encore, and the beautiful and historic North End.Additionally, this property is conveniently located for a variety of universities and academic centers including Bunker Hill Community College, Lesley College, and Harvard University."|15|7/15/2024 1:50:00 PM|0|"N"||"Suffolk"|"MA"|"D"|6|4|2|0||2|1730|1308|"2f;0h"|"N"|||||"Y"||9/1/2024||||||||0|1308
"RN"|73256789|"TM346759"|"AN6979"|"PCG"|4195|"25"|"Caldwell"|"3"|1|"018"|"02129"||"Welcome to 19-27 Caldwell Street, managed by Groma. These apartments are perfectly located for convenient commuter access to Somerville, Cambridge, Downtown Boston, as well as Assembly Row, Encore, and the beautiful and historic North End.Additionally, this property is conveniently located for a variety of universities and academic centers including Bunker Hill Community College, Lesley College, and Harvard University."|7|6/24/2024 9:25:00 PM|0|"N"||"Suffolk"|"MA"|"D"|6|4|2|0||2|1730|1308|"2f;0h"|"N"|||||"Y"||9/1/2024|||||"2,22,5"|||0|1308
"RN"|73256795|"H5523327"|"H34700"|"ACT"|2300|"198"|"Main St"|"1"|404||"01510"||"Bright, sunny. spacious 2 level apartment offering 6 rooms/3 bedrooms/2 baths  Updated with new flooring and fresh paint throughout, fully applianced eat in kitchen with new granite counter and new stainless steel appliances.  New gas furnace.  Washer and dryer hookups in unit.  AND bonus water views of Coachlace Pond!  Relax and enjoy beautiful sunsets from the side porch.  No pets.  Applicants must provide copy of credit score and verification of income with application.  References will be checked."|13|6/24/2024 9:33:00 PM|0|"N"||"Worcester"|"MA"|"D"|6|3|2|0|"N"|2|9750|1200|"2f;0h"|"N"||"Y"|"K,L"||"N"|"Estimated"||"N"|1900|"B"|"A,C,D,I"|"A"|"C,Y"|"D,O"|1200|
"RN"|73256803|"CN205841"|"AN1807"|"PCG"|9950|"367"|"Harvard"|"1"|13|"HVS"|"02138"||"Superb location, 5 mins walk to Harvard Yard. Luxury finished, hotel-like apartment in a fully modernized historical building. 6 bedrooms, 5.5 baths, lots of space with nearly 3100 sq ft! Basement level rooms are at garden level with windows above ground. Elevator, central heating and air conditioning, 9 ft' high ceiling, cherry cabinets, quartz counter-top, stainless steel appliances, in-unit front load washer/dryer, hardwood floor throughout. This unit has 2 master suites, two other bedrooms, each has its own connected study-room."|15|7/16/2024 10:15:00 AM|0|"N"||"Middlesex"|"MA"|"D"|11|6|5|1|"Y"|0|0|3061|"5f;1h"|"N"||"N"||"N"|"Y"|"Lower level living area have windows above grade."|9/1/2024|"Y"|1902||"A,C,D,F,I,K,L"||"C,F,J"|"E,F"|1831|1230
"RN"|73256810|"CN228748"|"BB5675"|"ACT"|3780|"76"|"Pleasant St"|"1"|13|"CNS"|"02139"||"Central Square 3BR/1BA available for September 1st. Features include hardwood floors, high ceilings, fully applianced kitchen with granite counters, chrome and brushed nickel bathroom fixtures, and included washer and dryer in basement. Spacious bedrooms have their own closets. Ductless mini split A/C included. Large shared backyard provides quiet outdoor space. Short distance to Central Square Station on MBTA Red Line, as well as numerous shops, restaurants and bars. No pets please. Video walkthrough available."|12|6/24/2024 11:02:00 PM|0|"N"||"Middlesex"|"MA"|"B"|5|3|1|0|"N"|0|99999999|1250|"1f;0h"|"N"||"N"||"N"|"N"|"Owner provided all info"|9/1/2024||||"A,C,D,I,J,K,L"|"W,21"|"C,O"|"D,G,K,L,M"|1250|0
"RN"|73256813|"TM345687"|"AN6194"|"ACT"|2800|"19-21"|"New Ocean Street"|"1"|312||"01902"||"Live near the ocean on the Lynn / Swampscott Line! Short drive to Whole Foods, Swampscott Mall, shopping, dining, entertainment, + more. Located steps to the Swampscott line, WALKING DISTANCE (4min walk) to restaurants/cafes, Kings Beach / Nahant Bay. Parks & trails nearby at Lynn Woods Reservation. 8min walk to Newburyport/Rockport Line Commuter Rail to North Station, Financial District, and more. Spacious 2-bedroom owner occupied apartment features a formal dining room & large living room, 9-foot ceilings, built-in china cabinet, and plenty of natural light, for entertaining or flexible WFH setup. Refinished period hardwood floors, granite kitchen, and custom soft-close wood cabinets. Bedrooms are generously sized w/ tons of closet space. Dedicated laundry + storage unit in basement and 1-car parking included. NO Pets/NO Smoking. Available now, w/ flexible move-in date. Easy access to RT 1A North (to I-90/Mass Pike), I-95/I-93, RT-1, Logan Airport, Nahant, Lynnfield, Salem, etc"|16|6/24/2024 11:20:00 PM|0|"N"||"Essex"|"MA"|"D"|5|2|1|0||1|999999|1088|"1f;0h"|"N"|||||"N"|"Estimated - reliable but not guaranteed"|9/1/2024|||||"A"|"C"||1088|
"RN"|73256862|"CN240638"|"AN2424"|"ACT"|5300|"225"|"Chestnut Hill Ave"|"1"|1|"011"|"02135"||"Available September 1, large and sunny 4 bed unit on Chestnut Hill Ave! First floor with a large living/dining room, kitchen & pantry space. Can be rented furnished! Third floor unit also available. Perfect for BC students, easy access to the T and BC shuttle. Heat & hot water included, coin op laundry in building."|8|6/25/2024 8:30:00 AM|0|"N"||"Suffolk"|"MA"|"D"|7|4|1|0||0|1300|1300|"1f;0h"||||||"N"||9/1/2024||||"A,I,J"||"C"||1300|
"RN"|73256865|"TM354261"|"AC2174"|"ACT"|5200|"14"|"Humboldt"|"1"|1||"02127"||"Huge renovated single family in Southie! 4 oversized bedrooms with great closet space. Bonus 2 rooms for offices/storage. Private fenced in patio. In unit laundry. Steps to the Andrew Sq red line. Don't miss out on this great opportunity!"|9|6/25/2024 8:35:00 AM|0|"N"||"Suffolk"|"MA"|"D"|9|4|3|0|"U"|0|1900|1900|"3f;0h"|"N"|||||"N"||9/2/2024||||"A,C,D,E,F,I,J"|"A,B"|||1900|
